"FIPS","pct_for_born15","pct_bach_deg15","pct_non_white15","pct_unemp12","pct_unemp16"
"23009",2.95,32.74,3.34,6.6,3.4
"23011",2.41,25.04,3.99,6.4,3.4
"23013",2.83,31.21,3.3,5.6,3
"23015",3.08,31.22,2.66,6,3.2
"23017",1.87,18.06,3.17,8.6,4.2
"23019",2.64,24.45,4.8,7,3.9
"23021",1.55,17.44,3.43,8.1,5
"23023",2.39,32.17,4.08,5.9,2.8
"23025",1.56,15.38,3.04,9.3,5.1
"23027",2.47,30.31,3.1,6.9,3.5
"23029",3.48,20.13,8.37,9.2,4.9
"23031",3.16,30.52,3.9,6,3
"24001",2.33,17.42,11.41,8.3,5.4
"24003",8.11,38.28,25.27,5.8,3.6
"24005",11.52,36.56,36.67,7.2,4.5
"24009",2.76,29.14,18.13,5.9,3.7
"24011",4.01,15.48,18.99,7.1,4.5
"24013",3.64,33.07,7.31,5.6,3.4
"24015",2.96,22.02,11.12,7.8,4.6
"24017",5.73,27.37,51.6,6.4,4.1
"24019",3.97,20.24,33.13,10.2,5.5
"24021",9.7,39.07,18.56,5.8,3.7
"24023",1.55,19.04,2.71,7.3,4.5
"24025",5.36,33.85,19.96,6.7,3.9
"24027",19.14,60.58,39.9,4.9,3.3
"24029",3.78,29.97,17.71,6.9,4.3
"24031",32.55,57.87,44.37,5,3.3
"24033",21.23,31.05,79.61,7.1,4.3
"24035",3.56,34.93,10.39,5.7,3.5
"24037",4.41,30.55,20.88,6,3.9
"24039",5.1,14.82,47.26,10.6,6.4
"24041",5.75,33.93,17.77,6.6,4
"24043",5.03,19.88,16.29,7.4,4.7
"24045",8.3,28.47,31.31,8.9,5.7
"24047",4.64,30.21,17.45,11.1,6.7
"24510",7.7,28.69,69.69,10,6
"25001",6.79,40.07,7.23,6.9,2.9
"25003",5.56,31.63,8.18,6.7,3
"25005",12.31,25.89,12.86,7.7,3.4
"25007",9.68,40.26,7.39,7.1,2.8
"25009",15.37,37.53,20.2,6.6,2.9
"25011",4.86,35.23,6.12,5.4,2.3
"25013",8.88,25.79,21.36,8.2,3.7
"25015",7.92,44.19,11.21,5.2,2.3
"25017",19.84,52,20.95,5.2,2.3
"25019",16.32,43.7,14.3,5.4,2
"25021",15.99,50.65,19.28,5.5,2.5
"25023",8.29,34.4,15.15,6.5,2.8
"25025",28.39,41.68,44.46,5.9,2.6
"25027",11.58,34.39,15.02,6.6,2.9
"26001",1.64,14.27,2.46,10.8,5.9
"26003",0.8,18.44,14.26,9.4,6.3
"26005",3.27,21.51,5.53,6.2,3.2
"26007",1.31,16.54,3.27,8.1,4.6
"26009",1.92,25.32,3.92,9.5,5.4
"26011",0.78,11.66,3.55,10.8,6.6
"26013",1.57,13.12,26.23,11.7,6.6
"26015",1.39,19.2,3.63,5.9,3.3
"26017",1.39,18.29,5.51,7.5,4.4
"26019",1.41,24.15,3.99,8.6,4.5
"26021",6.14,26.07,21.91,7.9,4.3
"26023",2.54,13.5,5.32,8.3,4.8
"26025",3.28,20.11,17.27,7.3,4.2
"26027",1.48,16.92,11.75,7.4,4.2
"26029",1.79,27.87,4.83,9.1,4.2
"26031",1.16,18.14,6.81,6.9,4.6
"26033",2.72,19.12,28.44,8,5.4
"26035",1.35,11.63,3.52,9.9,6
"26037",2.89,29.73,6.4,5.4,3.2
"26039",1.73,17.15,3.75,10.4,6.3
"26041",1.29,18.87,5.84,8.2,4.9
"26043",1.31,22.37,3.4,7.2,4.3
"26045",3.22,24.74,12.88,6.1,3.4
"26047",1.74,33.24,7.53,9.5,4.5
"26049",2.34,19.32,25.23,9.3,4.9
"26051",0.93,12.31,2.42,10.2,5.5
"26053",1.33,18.29,9.11,9.6,5.3
"26055",2.28,31.49,5.42,6.9,3.5
"26057",1.46,14.07,8.9,7.7,4.3
"26059",0.88,15.54,2.85,8.6,5.1
"26061",4.57,31.07,6.38,7.2,4.8
"26063",1.48,14.13,2.52,6.2,3.8
"26065",8.73,37.25,24.49,7.1,3.8
"26067",1.44,14.93,8.92,7.4,3.6
"26069",2.29,16.13,3.85,9.1,5.7
"26071",1.67,19.25,3.43,7.7,4.8
"26073",3.3,27.31,11.44,6.4,4.2
"26075",1.58,20.01,12.45,7.7,4.4
"26077",4.68,35.09,18.37,6.5,3.7
"26079",1.38,12.74,3.74,9.5,5.4
"26081",7.83,33.25,18.76,6,3.2
"26083",1.05,22.8,1.64,9.5,5
"26085",1.21,9.38,12.54,12,6
"26087",2.75,17.49,4.25,10.8,5.6
"26089",3.05,39.98,7.36,6.3,3.6
"26091",1.97,19.24,7.62,7.1,4.3
"26093",2.89,33.56,3.62,7.5,4.1
"26095",0.97,12.35,19.56,9.9,5.2
"26097",1.97,18.34,24.68,5.5,3.7
"26099",10.56,23.33,16.81,9.6,5.2
"26101",1.32,19.68,8.22,8.9,4.9
"26103",1.56,28.77,6.63,6.5,5.2
"26105",1.74,20.19,5,7.9,4.2
"26107",2.46,22.7,6.98,8.6,4.5
"26109",0.76,15.15,5.28,7,4.8
"26111",3.93,32.45,6.35,6.9,4
"26113",1.85,13.09,3.04,8,4.6
"26115",1.99,18.57,5.39,6.7,4.6
"26117",1.24,13.11,5.75,8.9,4.3
"26119",0.87,10.7,2.95,13.4,8.3
"26121",1.61,18.23,19.06,9.1,4.7
"26123",1.81,13.87,5.72,7.9,4.1
"26125",11.85,44.43,23.7,8,4.2
"26127",5.69,16.84,5.26,10.4,5.3
"26129",1.53,11.67,3.2,9.8,6.2
"26131",1.67,15.08,3.75,11,6.9
"26133",0.87,13.21,3.43,8.9,4.8
"26135",1.26,9.72,3.32,13.5,5.7
"26137",2.62,20.54,4.19,9.2,5
"26139",5.75,31.12,9.92,5.8,3.1
"26141",1.08,16.93,2.73,11.3,6.5
"26143",1.72,14.43,3.17,11.4,6.7
"26145",2.36,20.23,24.73,8.4,4.4
"26147",2.85,17.41,6.37,11.2,5.5
"26149",3.2,14.7,7.85,7.7,3.9
"26151",1.27,12.27,3.36,9,4.9
"26153",1.99,13.23,13.08,10.1,6.9
"26155",1.02,15.74,3.2,8.7,4.4
"26157",0.98,13.86,3.51,9.1,4.9
"26159",4.63,19.49,12.15,9.1,4.4
"26161",11.56,52.64,25.94,5.3,3.5
"26163",8.11,21.99,46.66,11.7,6.6
"26165",1.2,16.77,3.77,9.8,4.9
"27001",1,15.47,4.92,6.1,4.4
"27003",7.19,27.84,14.34,5.2,3.3
"27005",1.69,22.36,12.24,4.6,3.2
"27007",2.01,26.59,25.91,5.7,3.8
"27009",2.42,21.5,5.69,5,3.1
"27011",1.03,17.39,1.97,4.1,3.3
"27013",3.77,31.27,7.93,4.2,2.6
"27015",1.71,21.32,2.63,4.3,3.2
"27017",1.01,22.75,10.35,5.7,4.3
"27019",5.25,45.23,6.95,4.3,2.9
"27021",1.01,20.21,14.81,6.8,5.1
"27023",3.16,15.88,6.12,4.1,3.3
"27025",1.71,21.98,4.54,5.2,3.4
"27027",3.37,31.66,7.39,3.9,2.5
"27029",0.99,14.95,13.23,7,6.1
"27031",4.7,38.96,13.02,4.3,2.8
"27033",4.13,18.47,9.15,10.3,9.4
"27035",1.56,23.21,3.47,6,3.8
"27037",8.87,40.26,15.87,4.6,3
"27039",1.93,23.74,2.75,4.1,2.7
"27041",1.04,24.69,2.28,4,2.7
"27043",2.29,16.88,2.34,4.9,3.7
"27045",1.24,19.46,1.74,4.6,3
"27047",3.6,16.07,4.87,4.8,3.2
"27049",2.82,23.36,4.83,4.2,2.9
"27051",1.17,18.86,2.47,4.6,3.2
"27053",13.35,47,25.73,4.8,3.1
"27055",1.02,21.37,2.75,4.6,3
"27057",1.26,25.05,5.47,6.5,5.2
"27059",1.26,17.65,4.24,5.6,3.7
"27061",0.84,21.89,6.94,6.5,6.4
"27063",2.05,18.81,4.65,4.5,3.7
"27065",0.82,13.5,3.21,6.6,4.4
"27067",6.2,22.18,9.57,4.2,2.8
"27069",1.65,20.87,1.9,4.3,2.6
"27071",5.39,18.45,6.28,6.5,7.1
"27073",2.18,17.67,3.05,4.1,3
"27075",2.01,24.44,2.97,4.9,4.2
"27077",2,15.51,5.72,5.3,3.7
"27079",2.82,21.18,4.63,5.1,3.3
"27081",0.86,19.18,2.79,3.7,2.4
"27083",6.26,25.79,10.32,3.7,2.7
"27085",3.37,17.99,4.1,5.6,3.5
"27087",0.69,12.91,51.24,5.8,3.5
"27089",1.7,18.67,2.43,4.9,4.2
"27091",2.07,18.89,2.42,5.1,3.4
"27093",2.36,18.93,2.67,5.2,3.1
"27095",1.41,14.66,8.73,6.5,4.2
"27097",1,16.95,2.8,5.3,3.8
"27099",7.46,19.03,7.78,4.5,2.7
"27101",2.38,18.07,3.27,4.5,3.4
"27103",3.52,32.49,6.39,3.9,2.4
"27105",19.09,13.82,19.02,3.9,3.3
"27107",1.52,15.09,6.78,4.7,3.4
"27109",10.58,41.3,14.41,3.9,2.6
"27111",2.6,24.5,4.1,4.4,3.1
"27113",2.01,16.09,6.24,4.1,3.4
"27115",1.84,13.22,8.39,5.8,4.1
"27117",2.94,18.97,6.39,4,2.5
"27119",2.39,23.19,7.15,4.6,3.1
"27121",0.91,22.21,2.48,3.8,2.4
"27123",14.98,40.38,30.88,5.2,3.3
"27125",0.96,15.45,5.02,4.7,5.2
"27127",2.27,17.05,10.56,4.7,3.4
"27129",2.58,15.68,5.95,4.9,3.6
"27131",7.17,27.63,10.01,4.8,2.8
"27133",2.04,20.41,3.4,3.2,2
"27135",3.59,19.02,6.38,3.8,3
"27137",2.23,26.96,7.33,5.5,4.6
"27139",8.18,38.2,14.33,4.3,2.8
"27141",2.7,26.5,6.04,5.1,3.3
"27143",4.57,16.28,3.22,4.8,3
"27145",5.28,25.95,8.96,4.5,3.1
"27147",3.74,25.39,8.67,4.4,3
"27149",4.12,28.3,6.89,3.6,2.4
"27151",1.72,16.18,4.08,4.6,3.6
"27153",3.57,15.23,4.59,4.6,3.5
"27155",1.11,18.02,7.55,4.3,2.7
"27157",1.24,21.17,2.43,4.3,2.6
"27159",1.41,12.67,3.6,6.3,4.1
"27161",4.71,20.43,6.3,5,3.6
"27163",6.46,41.62,12.99,4.6,2.9
"27165",10.99,15.83,5.86,5.4,5
"27167",0.41,17.52,3.29,3.5,2.2
"27169",3.5,28.21,5.88,4.3,3.1
"27171",2.93,27.27,5.44,4.8,3.1
"27173",1.63,16.12,7.41,4.1,2.9
"28001",6.73,17.76,59.8,9.8,7.9
"28003",1.53,16.15,15.42,8.6,5.4
"28005",0.2,12.07,42.41,9.8,7.2
"28007",0.65,14.85,44.46,9.5,6.9
"28009",0.76,10.56,39.01,10.6,6.1
"28011",1.82,21.12,66.88,9.9,6.4
"28013",3.11,11.17,31.69,8,5.1
"28015",0.66,13.63,35.17,10.8,7.5
"28017",2.58,10.71,45.25,11,6.3
"28019",0.18,13.45,32.24,8.4,5
"28021",0.93,15.56,86.38,16.8,9.8
"28023",0.15,13.93,35.81,10.5,6.7
"28025",0.46,17.81,59.5,14.4,7.6
"28027",0.78,17.6,77.39,11.7,7.5
"28029",2.52,14.07,53.96,11,6.5
"28031",0.58,15.26,37.21,8.4,5.4
"28033",3.63,22.36,28.55,6.2,4.2
"28035",2.8,26.69,40.16,9,5.6
"28037",0.04,17.94,36.4,9.6,6.4
"28039",1.36,12.04,10.72,9.9,6.5
"28041",0.45,8.21,27.96,10.5,6.9
"28043",0.5,15.55,44.46,9.4,5.3
"28045",2.77,21.02,13.02,8.3,5.9
"28047",4.58,21.32,30.59,8.1,5.6
"28049",1.91,27.66,72.7,8.7,5.4
"28051",0.2,12.3,83.46,15.6,9.6
"28053",1.05,12.11,77.39,17.8,9.9
"28055",0.23,7.18,65.69,16.3,9.4
"28057",0.75,13.21,8.29,8.2,5
"28059",3.99,20.09,27.72,9.3,6.5
"28061",0.22,13.37,53.74,9.7,6.9
"28063",0.11,16.46,86.07,17,11.4
"28065",0.06,14.15,61.59,12.6,8
"28067",2.97,18.37,30.94,7.4,6
"28069",0.57,11.52,63.17,13.4,8.7
"28071",3.02,38.33,28,6.7,4.6
"28073",2.73,35.93,24.2,6.3,4.4
"28075",1.84,18.71,45.53,9,6.2
"28077",0.07,12.14,33.66,9.9,6.7
"28079",2.24,11.8,47.78,9.1,7
"28081",2.01,21.81,31.07,8.5,4.9
"28083",2.08,17.54,74.6,13.9,8.8
"28085",0.54,15.2,31.76,8.4,5.7
"28087",2.07,21.83,46.2,9.1,6
"28089",3.82,45.98,43.27,6,4.4
"28091",0.64,13.05,34.24,10.4,6.6
"28093",1.42,13.37,50.8,11.4,5.6
"28095",0.47,14.65,31.9,12.1,6.2
"28097",0.21,15.77,46.45,11.6,6
"28099",0.84,13.54,40.64,8.3,5.8
"28101",0.69,15.81,36.76,7.8,5.8
"28103",2.12,11.86,72.23,12.5,7.9
"28105",4.45,42.97,41.67,7.5,5.1
"28107",0.81,14.92,51.19,12.3,7
"28109",1.67,13.91,15.92,8.1,6
"28111",0.52,8.31,22.53,11.3,6.8
"28113",0.75,16.28,54.38,10.5,7
"28115",2.59,13,20.45,7.7,4.7
"28117",0.56,11.94,16.04,8.5,5.4
"28119",1.06,12.89,71.06,13.3,8.9
"28121",2.34,29,22.89,5.6,4.1
"28123",7.09,11.24,40.2,7.4,4.9
"28125",0.98,20.04,72.07,12.5,7.2
"28127",0.92,12.72,37.19,7.8,5.4
"28129",0.17,13,25.13,7.1,5.1
"28131",1.1,13.45,21.31,9.8,6.7
"28133",0.56,14.37,74.21,13.9,8.3
"28135",6.52,8.54,57.89,10.7,5.5
"28137",1.53,16.74,32.93,8.9,5.6
"28139",2.17,12.92,18.75,10,5.2
"28141",1.7,11.22,5.47,9.7,5.6
"28143",2.17,17.33,78.92,11.6,6.1
"28145",3.1,13.78,18.15,7.7,4.5
"28147",1.03,10.99,46.81,11.4,7.3
"28149",1.9,24.37,50.43,9.3,6.3
"28151",1.04,18.83,72.84,14,8.2
"28153",0.31,13.62,40.9,11.1,7.2
"28155",0.5,17.21,21.19,8.6,6.1
"28157",0,14.51,71.13,12.2,8.3
"28159",0.41,16.51,48.64,11.8,6.9
"28161",0.39,12.4,40.8,10.2,5.6
"28163",4.77,13.31,61.56,11.1,6.7
"29001",3.17,30.04,6.47,6.4,5.2
"29003",0.53,23.32,3.49,4.8,3.3
"29005",0.9,22.65,2.11,5.4,4.3
"29007",1.27,11.55,10.48,5.8,3.5
"29009",5.44,14.04,7.62,6.4,3.8
"29011",2.39,16.7,5.73,6.7,5.6
"29013",0.76,13.14,4.54,7,4.6
"29015",0.62,11.35,2.91,8,5.2
"29017",0.69,10.01,2.17,6,4.7
"29019",6.02,47.34,17.93,4.2,2.7
"29021",3.87,19.46,11.19,5.9,3.8
"29023",1.21,14.58,9.3,7.5,4.9
"29025",1.2,17.45,3.38,5.8,3.8
"29027",1.78,20.4,8.24,5.5,3.4
"29029",2.5,21.05,3.53,8.4,4.8
"29031",2.38,28.66,11.69,5.1,4.1
"29033",0.62,16.74,4.43,7.4,4.5
"29035",0.21,11.36,4.15,8.5,6.1
"29037",2.34,24.71,7.8,6,3.6
"29039",0.32,14.26,3.55,6.7,4.5
"29041",0.38,14.98,3.69,5.5,3.8
"29043",1.76,26.03,4.36,5.2,3.4
"29045",0.16,12.8,2.3,7.2,6.6
"29047",4.57,30.97,13.24,5.5,3.5
"29049",1.58,17.61,4.77,6,3.5
"29051",3.03,31.6,16.81,4.7,3.1
"29053",1.14,19.47,10.68,6.2,4.1
"29055",0.71,12.21,2.35,7.9,4.5
"29057",0.67,15.35,4.45,7.1,4.1
"29059",0.7,14.75,4.47,8.4,5.1
"29061",0.6,15.78,2.57,6.1,3.4
"29063",1.37,11.49,14.5,5,3.9
"29065",1.22,13.02,3.53,7.1,4.9
"29067",0.4,9.19,1.62,9.4,5.6
"29069",2.9,11.81,14.29,9.5,6.9
"29071",1.62,18.6,3.75,7.1,3.7
"29073",0.67,14.96,2.25,6.6,3.5
"29075",0.8,18.55,2.55,4.6,3.2
"29077",3.44,29.45,8.96,5.5,3.4
"29079",0.43,17.24,4.15,5.6,4
"29081",1.98,12.25,2.61,6,3.6
"29083",0.87,15.43,3.86,6.9,4.4
"29085",0.62,10.26,3.26,11.6,5
"29087",0.43,19.16,3.06,4.5,2.7
"29089",0.96,24.24,8.34,6,3.8
"29091",1.65,14.95,3.96,7.4,5.3
"29093",0.41,12.02,4.95,10.3,6.3
"29095",5.69,28.77,33.43,7.3,5
"29097",4.06,22.02,8.8,5.4,3.9
"29099",1.79,18.2,3.73,6.5,3.8
"29101",2.39,26.47,10.67,6.8,4.2
"29103",1.19,15.16,3.4,5,4.2
"29105",0.76,13.92,4.25,9.3,5.3
"29107",1.23,18.33,5.7,6.2,3.5
"29109",2.63,16.81,5.22,5.9,3.7
"29111",1.83,13.48,6.15,5.2,4
"29113",1.5,14.77,5.34,7.2,3.7
"29115",0.62,14.25,4.02,8.3,5.8
"29117",0.88,20.03,5.57,5.5,3.5
"29119",9.23,12.44,10.56,6.1,3.9
"29121",0.75,15.51,5.19,5.8,4.3
"29123",0.74,11.2,4.45,7.1,4.9
"29125",1.12,15,3.59,6.2,4.5
"29127",1.37,19.36,8.97,5.7,3.6
"29129",1.02,13.95,2.82,4.5,3.8
"29131",1.45,16.37,3.83,7.5,4.4
"29133",0.61,10.8,26.2,7.8,6.1
"29135",2.9,18.11,7.01,6,3.7
"29137",0.63,14.13,5.1,6.9,3.7
"29139",0.89,12.46,3.9,6.9,3.7
"29141",1.19,13.45,3.71,8.6,5.3
"29143",0.68,11.65,18.54,7.2,8.3
"29145",3.01,18.81,9.04,5.6,4.1
"29147",1.91,23.93,5.89,4.9,3.5
"29149",1.01,11.04,4.64,7.1,5.1
"29151",0.31,17.5,1.66,4.5,2.5
"29153",0.4,12.91,3.5,9.2,6.5
"29155",0.57,11.65,29.76,8.8,8.2
"29157",1.02,15.93,2.69,4.6,2.9
"29159",6.34,17.54,9.62,6,4.2
"29161",5.03,27.81,9.05,6.4,4
"29163",1.33,12.68,10.25,6.2,3.7
"29165",5.99,40.44,13.08,5.1,3.4
"29167",0.65,18.78,4.5,6.9,4.2
"29169",5.52,24.11,25.18,7.6,5.3
"29171",1.1,18.06,2.15,5.7,4
"29173",0.74,12.29,3.12,6.1,3.2
"29175",0.64,13.74,9.46,7.4,4.5
"29177",1,13.76,4.26,7,3.9
"29179",0.14,8.11,3.82,9.6,5.8
"29181",0.2,11.08,3.56,9.3,6.4
"29183",3.83,35.53,9.65,5.2,3.3
"29185",1.07,10.79,4.08,6.8,5.5
"29186",1.92,13.26,3.38,6.4,4
"29187",0.78,14.12,6.87,8,5.1
"29189",6.67,41.62,30.39,6,3.9
"29195",5.19,18.81,14.61,5.9,4
"29197",1.59,12.43,2,6.2,6.8
"29199",0.29,14.84,1.19,4.4,3.6
"29201",0.87,13.23,14.05,6.5,5.5
"29203",0.18,15.1,4.35,10.1,6.4
"29205",0.57,13.08,2.07,5.1,3.3
"29207",0.52,13.69,2.8,7.7,5.6
"29209",1.06,16.29,3.28,8.5,5
"29211",8.55,12.87,6.16,6,5.3
"29213",4.29,18.32,6.88,8.2,4.8
"29215",0.78,13.01,7.01,7.5,5.9
"29217",0.86,16.3,3.82,5.2,4.2
"29219",2.22,15.83,5.76,6.6,3.7
"29221",0.34,7.12,5.18,9.6,5.6
"29223",0.57,10.68,2.93,8.3,4.7
"29225",1.11,15.79,4.64,6.6,4.5
"29227",0.43,17.49,2.59,4,3
"29229",1.3,12.43,3.73,8.2,5.4
"29510",6.74,31.91,54.25,8,5.2
"30001",3.59,30.26,4.73,4.7,3
"30003",1.17,15.59,66.74,10.2,5.8
"30005",1.26,20.31,52.09,5.5,4.2
"30007",2.69,23.94,5.08,6.4,4.2
"30009",1.93,29.16,3.57,4.1,3.5
"30011",0.08,15.6,1.39,2.8,2.5
"30013",2.08,25.46,11.35,4.9,3.7
"30015",1.74,23.31,23.89,3.3,3.3
"30017",1.7,20.03,5.37,3,3.3
"30019",3.01,22.23,1.82,2.9,2.5
"30021",1.23,18.77,5,2.8,3.7
"30023",2.2,16.82,6.67,5,3.8
"30025",0.95,16.14,3.43,1.7,3.1
"30027",1.69,28.17,4.72,4.5,3.5
"30029",1.97,29.07,5.06,8,5.1
"30031",2.93,47.98,5.15,4.7,3.1
"30033",0,14.81,2.39,2.5,3
"30035",2.22,17.72,66.38,10.4,7.7
"30037",0.26,20.35,3.17,4.2,4.5
"30039",1.45,25.84,1.45,6.5,5.1
"30041",1.48,23.17,27.16,5.4,4.7
"30043",1.45,32.64,4.96,4.6,4.2
"30045",1.3,29.95,1.55,4.1,2.9
"30047",2.41,24.41,31.42,6.7,4.3
"30049",1.65,38.01,6.36,4.2,3.2
"30051",2.2,21.64,3.8,3.3,3.5
"30053",2.17,19.38,4.04,10.4,7.2
"30055",0.41,17.48,5.32,2.4,2.3
"30057",2.37,26.44,4.3,5.8,3.9
"30059",1.16,23.33,1.53,4.4,4.6
"30061",1.63,13.07,1.56,9.5,6.7
"30063",2.54,40.72,7.78,5,3.4
"30065",1.94,16.77,4.2,5.1,4.6
"30067",2.21,35.04,3.72,5.9,3.9
"30069",0.45,20.58,0,2.9,3.4
"30071",1.2,19.26,12.79,4.5,4.3
"30073",2.56,22.15,17.77,4,4.2
"30075",0,24.43,3.99,3.2,2.7
"30077",0.36,19.28,7.7,5.1,4.8
"30079",1.6,15.74,3.13,3.2,3.2
"30081",1.86,24.36,4.42,6.6,4.1
"30083",1.81,16.47,5.39,2.5,4.4
"30085",0.51,13.48,63.03,5.8,4.8
"30087",1.26,19.8,38.99,6.3,5.5
"30089",2.56,16.42,8.45,9.5,6.3
"30091",1.54,21.32,7.25,2.5,3.4
"30093",2.29,24.64,5.35,5.5,4.1
"30095",1.51,23.71,4.25,4.1,3.7
"30097",1.18,25.17,4.05,3.4,3.1
"30099",1.7,23.26,4.77,4.1,3.7
"30101",4.7,13.42,9.18,4,3.7
"30103",1.97,18.91,10.22,4.7,3.5
"30105",1.16,19.37,13.55,3.4,3.1
"30107",0.71,18.05,3.97,5.3,4.7
"30109",1.01,20.03,0,2.7,3.6
"30111",1.97,28.48,9.31,4.1,3.3
"31001",5.7,22.99,5.07,3.4,3.1
"31003",1.97,17.7,1.82,2.8,2.6
"31005",0.22,32.65,1.12,6.1,5.5
"31007",1.71,17.38,2.68,4,3
"31009",0.73,18.33,1.27,5,3.8
"31011",1.1,16.59,0.73,3.3,2.8
"31013",2.03,15.86,7.28,3.6,3.4
"31015",0.34,18.06,2.99,3.5,2.9
"31017",0.23,16.33,2.53,3.5,3.5
"31019",4.32,32.69,6.74,2.9,2.5
"31021",1.25,17.01,4.33,4.1,3.4
"31023",2.03,15.23,3.17,3.1,3.3
"31025",1.35,25.11,3.19,4,3.3
"31027",0.3,17.67,1.33,2.5,2.8
"31029",6.98,18.25,1.92,2.4,2.3
"31031",2.65,19.73,8.44,2.7,2.8
"31033",2.09,23.43,3.85,2.6,3.1
"31035",4.36,19.01,3.23,3,3.1
"31037",24.97,13.37,8.78,3.2,3.1
"31039",4.2,18.84,4,2.7,3.1
"31041",1.82,21,2.65,2.5,2.4
"31043",20.82,11.16,31.49,5.1,4
"31045",3.47,33.23,10.69,3.1,2.7
"31047",18.15,14.9,10.78,3.9,3
"31049",3.29,17.27,4.06,3.1,3.1
"31051",5.47,18.29,4.43,3.4,3.2
"31053",5.27,18.89,4.17,4.1,3
"31055",9.1,37.1,21,4,3.3
"31057",4.27,19.65,1.49,2.7,2.4
"31059",1.16,18.46,2.81,3.2,2.9
"31061",1.26,18.71,1.87,3.1,3.2
"31063",1.09,18.29,1.75,2.7,2.8
"31065",0.45,17.32,3.05,3.3,2.9
"31067",0.88,19.69,3.34,4.7,3.5
"31069",1.37,23.52,2.63,3.1,4
"31071",0.31,16.19,2.02,2.4,2.6
"31073",0.1,19.41,2.99,2.8,2.7
"31075",0.52,20.38,0,2.7,2.3
"31077",0.73,14.39,1.66,3.4,3.1
"31079",13.93,18.34,7.25,3.6,3.3
"31081",0.89,25.23,3.37,3.1,2.8
"31083",0.61,16.12,2.63,3.4,2.8
"31085",6,19.73,1.01,2.7,2.7
"31087",1.39,15.09,0.73,3.8,3.8
"31089",2.03,20.94,2.59,2.9,2.7
"31091",0.73,23.08,2.5,3.4,3.2
"31093",0.66,19.16,1.94,3.2,3.1
"31095",0.73,13.69,2.83,4.1,2.6
"31097",4.12,14.69,12.62,4.5,3.4
"31099",2.28,24.12,1.88,2.7,2.5
"31101",2.32,20.73,3.52,3.3,2.9
"31103",1.13,15.53,1.83,2.8,2.6
"31105",2.02,17.44,3.66,3.2,4.1
"31107",0.98,19.1,12.47,2.9,3
"31109",7.34,36.72,12.66,3.3,2.8
"31111",1.7,19.95,4.37,3.5,3
"31113",0.59,22.03,2.7,2.9,2.6
"31115",0.18,18.62,5.47,4.3,3.8
"31117",0,24.46,1.62,3,2.2
"31119",6.85,20.24,7.84,3.2,2.9
"31121",1.49,16.81,3.67,3.5,3.5
"31123",4.39,17.79,3.88,2.9,3.1
"31125",0.41,16.47,0.38,3.6,2.7
"31127",1.16,27.83,3.81,4.1,3.4
"31129",1.5,17.35,2.03,2.9,2.9
"31131",4.13,21.53,3.5,4,3.3
"31133",0.84,16.27,0.92,3,2.5
"31135",2.12,22.02,1.16,2.4,2.2
"31137",2.43,22.67,2.92,2.5,2.8
"31139",0.84,20.53,2,2.9,2.8
"31141",8.1,20.1,4.51,3.2,3.4
"31143",2.85,19.64,3.53,3,2.7
"31145",2.04,17.67,2.82,2.9,2.9
"31147",0.3,20.71,6.71,4.5,3.1
"31149",0.43,18.04,4.35,2.4,2.7
"31151",12.05,14.17,8.38,3.6,2.9
"31153",5.26,36.74,11.24,3.5,3
"31155",1.63,24.63,2.75,3.6,3
"31157",4.94,21.5,6.71,4.2,3.6
"31159",1.76,26.13,3.52,3.1,2.9
"31161",1.3,24.54,15.45,3.1,3.3
"31163",0.55,14.67,2.09,3.3,3.1
"31165",2.32,26.59,5.6,3,3.1
"31167",2.45,18.34,2.81,2.9,2.8
"31169",1,19.33,2.89,3,2.5
"31171",2.81,27.5,4.3,3.4,3.9
"31173",1.51,13.94,58.58,8.1,5.1
"31175",0.28,19.2,1.69,2.9,3.1
"31177",0.92,29.63,2.72,3.4,3.1
"31179",3.18,37.76,4.74,2.8,2.6
"31181",1.81,19.82,4.46,3.3,3.4
"31183",0,18.35,0.24,2.9,2.5
"31185",2.11,26.11,4.39,3.2,3
"32001",6.45,15.85,18.16,10.3,5
"32003",21.89,22.64,36.25,10.5,5.5
"32005",7.51,25.18,10.85,10.3,5
"32007",9.29,18.15,11.86,5.6,4.2
"32009",14.11,15.66,12.62,6.1,4.5
"32011",1.02,22.24,4.19,5.1,4.4
"32013",10.71,13.7,12.94,5.8,5
"32015",12.24,7.56,11.55,6.8,5.9
"32017",2.35,20.33,9.36,8.9,5.2
"32019",7.11,16.61,14.26,13.2,6.6
"32021",4.53,11.34,33.31,13.3,6.4
"32023",7.33,13.21,14.34,13.4,7
"32027",10.41,12.41,13.64,8.5,5.7
"32029",2.34,21.38,5.75,12.3,5.3
"32031",14.79,28.7,19.54,10.1,4.5
"32033",3.83,13.93,13.43,7.3,4.3
"32510",11.7,20.72,17.16,10.7,5.5
"33001",3.33,29.56,3.61,5,2.2
"33003",3.1,32.12,2.6,4.8,2.4
"33005",2.92,31.56,4.31,4.8,2.3
"33007",3.51,17.83,4.45,6.1,2.8
"33009",5.78,38.12,6.76,4.2,2.1
"33011",8.91,35.86,9.22,5.5,2.5
"33013",4.17,34.39,5.02,4.7,2.1
"33015",4.66,38.77,4.77,5.6,2.5
"33017",5.26,34.11,6.61,5.1,2
"33019",2.53,26.49,3.6,4.4,2.1
