"FIPS","pct_for_born15","pct_bach_deg15","pct_non_white15","pct_unemp12","pct_unemp16"
"16075",5.6,15.7,6.71,6.6,3.7
"16077",10.58,12.95,14.82,5.1,2.6
"16079",1.93,14.06,4.72,11.6,6.3
"16081",10.49,39.78,7.65,5.1,3.2
"16083",8.04,17.67,7.09,5.9,2.9
"16085",0.45,29.8,1.71,9.5,4.4
"16087",5.73,13.85,5.47,7.3,4.5
"17001",1.39,21.18,6.89,6.3,4.6
"17003",0.83,8.04,38.38,11.5,8.2
"17005",2.41,17.57,9.25,8.2,4.6
"17007",11.37,20.2,12.59,9.5,5.4
"17009",2.81,14.01,21.99,5.8,2.9
"17011",3.79,17.92,5.14,8.4,5.4
"17013",0.9,15.64,1.9,8.9,5.7
"17015",3.42,16.19,4.25,7.3,4.7
"17017",10.88,13.86,10.55,8,4.8
"17019",11.78,43.4,26.62,7.1,4.8
"17021",1.01,14.24,3.63,9.3,5.7
"17023",1.35,18.06,2.72,8.7,5.1
"17025",1.05,14.78,2.25,9.3,5.8
"17027",1.64,20.84,6.12,6.2,4
"17029",2.12,24.14,7.07,8.4,5.5
"17031",21.17,35.77,43.16,9.2,6
"17033",1.39,18.8,7.06,7.4,5.3
"17035",1.3,13.62,1.88,7.4,4.8
"17037",6.69,29.96,16.27,7.9,4.8
"17039",1.42,19.22,3.81,7.6,5.1
"17041",3.93,17.77,3.56,6.7,4.5
"17043",18.72,46.72,20.57,7.1,4.7
"17045",0.77,18.1,1.82,8.8,5.7
"17047",0.32,11.03,2.39,7.3,5.2
"17049",1.26,20.91,2.22,6.3,4.2
"17051",0.87,13.22,6.79,8.5,5.6
"17053",1.02,16.58,2.36,6.9,4.7
"17055",0.93,14.76,2.49,10.4,7.3
"17057",2.24,15.96,5.49,9.3,6.5
"17059",0.48,9.5,3.14,8,7
"17061",0.55,11.93,2.28,7.8,5
"17063",3.73,20.82,5.7,10.1,5.9
"17065",0.02,14.04,0.68,7,5
"17067",1.38,20.34,2.27,7.6,6
"17069",0.69,11.85,3.43,10.3,7.3
"17071",0.99,13.91,2.37,7.5,5
"17073",2.17,20.64,6.1,7.1,5.8
"17075",3.16,15.28,5.28,7.7,5
"17077",6.29,35.34,22.66,7.7,5.3
"17079",1.49,17.63,2.26,8.1,5.8
"17081",1.65,16.28,12.14,8.8,6
"17083",1.22,17.42,2.74,8.2,5.2
"17085",2.9,23.6,2.31,7.1,4.3
"17087",1.29,16.7,11.2,11.4,7.8
"17089",18.62,31.6,27.3,8.2,4.9
"17091",4.99,18.77,19.74,9.8,5.8
"17093",8.96,34.84,16.21,7.7,5
"17095",2.55,17.71,12.97,8.2,5.7
"17097",18.48,43.18,19.52,7.4,4.7
"17099",3.41,16.2,5.9,9.3,5.6
"17101",2.9,9.36,24.09,9.5,7.2
"17103",2.69,17.27,8.81,7.6,4.6
"17105",1.62,15.17,7.52,7,4.9
"17107",1.63,17.16,20.79,7.2,5.2
"17109",3.89,34.14,9.66,7.2,5.5
"17111",9.71,32.47,8.54,8.3,5
"17113",6.43,44.01,16.04,6.2,4.7
"17115",2.2,22.93,21.38,9.6,6.1
"17117",0.65,18.13,2.82,8.8,5.2
"17119",2.28,25.28,11.72,8.4,5.3
"17121",1.05,14.45,7,9.8,5.8
"17123",1.92,16.8,3.29,7.8,6
"17125",0.89,14.1,2.61,9.5,6.2
"17127",1.01,14.71,9.16,9.9,6.2
"17129",0.59,23.14,2.75,6.7,4.2
"17131",0.88,15.66,2.58,6.8,5.4
"17133",1.47,27.47,2.28,6.3,3.7
"17135",1.2,12.95,10.77,11,6.2
"17137",1.95,22.28,8.82,7.5,4.4
"17139",1.18,15.69,1.64,6.9,4.3
"17141",5.66,19.81,4.92,9.3,5.2
"17143",5.42,29.19,26.04,8.4,6.3
"17145",1.57,13.4,11.96,10.3,6.5
"17147",0.69,27.57,2.59,6.2,4.5
"17149",0.64,15.24,3.25,7,4.4
"17151",1.02,15.12,6.07,8.3,6.5
"17153",1.07,11.64,34.8,11.2,8.4
"17155",2.58,12.48,2.54,9.1,4.9
"17157",1.22,11.97,12.15,7.6,4.8
"17159",1.28,20.89,2.64,7.8,5.8
"17161",7.95,21.96,17.85,8,6.4
"17163",2.66,25.99,34.81,9.2,5.6
"17165",1.21,13.97,6.86,8.8,7.1
"17167",3.16,33.39,17.3,7,4.5
"17169",1.31,15.94,5.61,7.1,4.5
"17171",0.44,11.91,1.35,8.1,4.4
"17173",0.42,14.93,1.52,8.1,5.6
"17175",0.84,17.6,2.39,7.3,6.5
"17177",1.98,18.08,13.73,8.7,5.4
"17179",1.98,25.02,3.98,7.3,5.8
"17181",2.8,21.62,5.33,9.8,6.4
"17183",2.18,13.75,17.21,9,6.6
"17185",2.16,15.62,3.32,7.5,6.3
"17187",6.28,20.87,8.75,6.9,5.1
"17189",0.98,20.92,2.87,5.8,3.6
"17191",0.97,13.78,2.81,7,7.8
"17193",1.36,13.62,1.83,7.2,5.5
"17195",3.05,16.92,7.59,8,5.6
"17197",12.06,33.04,25.19,9.1,5.6
"17199",2.12,20.97,7.5,8.4,5.6
"17201",8.03,21.87,21.23,10.1,6.1
"17203",1.15,28.39,3.2,6.1,4.9
"18001",0.79,14.99,2.46,6.4,3
"18003",6.37,27.01,20.51,7.7,3.6
"18005",8.48,29.43,12.94,5.9,2.9
"18007",2.37,16.94,2.17,6.9,3.4
"18009",0.95,10.13,2.56,10.1,4.5
"18011",3.58,42.72,5.55,5.7,3.1
"18013",1.51,22.3,2.74,7.2,3.1
"18015",2.69,17.04,2.19,6.8,3.5
"18017",9.27,14.16,14.28,8.3,4.2
"18019",3.34,20.11,11.73,7.2,3.8
"18021",0.26,15.09,2.62,9.1,4
"18023",6.17,15.13,7.2,7.5,3.4
"18025",0.36,9.7,2.7,9.6,4.7
"18027",2.35,13.74,3.84,5.6,3
"18029",1.33,19.47,2.88,8.6,4
"18031",2.17,16.25,3.77,7.4,3.1
"18033",1.33,17.05,3.1,7.8,3.5
"18035",2.11,23.25,11.23,8.6,4.6
"18037",4.68,18.7,4.66,5.3,2.8
"18039",8.28,18.14,13.78,8.3,3.2
"18041",0.53,9.8,3.74,10.4,5.1
"18043",2.56,25.83,9.59,6.6,3.7
"18045",1.37,13.63,2.23,8,4.8
"18047",0.73,19.25,1.99,9,3.6
"18049",3,13.19,5.37,8,4.1
"18051",0.92,15.06,5.15,6.2,3.1
"18053",1.7,17.26,11.35,9.2,4.4
"18055",0.46,13.73,1.95,9.8,5.4
"18057",7.47,55.88,12.38,5,3
"18059",1.46,28.26,4.65,6.9,3.3
"18061",1.09,15.99,2.53,7,3.7
"18063",4.3,33.39,10.7,6,3.1
"18065",0.92,15.58,4.9,9.4,4
"18067",2.12,18.9,11.75,8.7,4.4
"18069",1.53,18,3.04,8.4,3.5
"18071",4.47,15.01,7.42,7.1,3.3
"18073",2.57,15.34,3.34,7.4,4.1
"18075",1.27,10.11,1.88,7.6,4.1
"18077",1.55,17.58,5.1,7.9,4.1
"18079",0.83,10.4,2.73,9.5,4.1
"18081",3.93,28.52,7.19,6.5,3.2
"18083",1.01,15.24,5.55,6.8,3.8
"18085",4.01,20.71,7.09,7.1,3.3
"18087",2,9.83,2.15,6.4,3.1
"18089",6.84,20.41,38.27,8.8,5.4
"18091",3.18,17.16,15.99,9.2,4.9
"18093",1.44,13.78,3.29,10.1,4.7
"18095",1.72,17.53,11.94,9.4,4.2
"18097",8.33,28.3,36.9,8.9,4
"18099",4.52,18.26,6.67,7.6,3.3
"18101",0.46,12.12,2.39,6.4,3.7
"18103",1.01,11.91,8.61,9.5,4.2
"18105",8.23,44.98,13.15,6.5,4
"18107",2.91,15.99,3.79,8,3.5
"18109",1.32,15.7,2.58,7.8,3.5
"18111",2.75,9.68,2.97,9.1,5
"18113",4.18,14.3,3.52,8.2,3.5
"18115",0,12.92,1.09,8.1,4.3
"18117",1.2,11.39,3.49,10.1,4.3
"18119",0.64,10.5,2.73,9.7,4.3
"18121",1.03,13.47,3.82,9.7,4.5
"18123",0.96,11.45,5.17,7.7,3.9
"18125",0.26,11.63,0.62,7,3.7
"18127",3.96,26.39,8,7.1,4.4
"18129",0.59,20.6,2.78,6.2,3.6
"18131",0.7,11.38,3.56,7.1,3.7
"18133",1.51,15.23,6.85,9,3.8
"18135",1.1,12.32,2.86,8.7,3.7
"18137",1.71,16.42,2.95,8.5,3.8
"18139",0.99,14.86,2.82,8.6,3.4
"18141",6.08,27.95,20.47,9.2,4.2
"18143",1.47,12.15,2.62,9.4,4.2
"18145",2.09,14.81,5.61,7.6,3.4
"18147",1.7,14.95,3.77,6.8,3.6
"18149",1.9,11.61,4.36,9.7,4.4
"18151",1.86,19.97,2.69,6.7,3.4
"18153",0.91,13.18,6.6,9,4.7
"18155",1.43,9.06,3.14,7.5,4
"18157",11.07,35.16,14.99,6.5,3.5
"18159",1.34,19.39,2.74,7,3.5
"18161",0.66,18.62,3.66,7.2,3.4
"18163",2.64,24.16,13.85,7.2,3.7
"18165",0.83,13.53,1.94,10.3,5
"18167",3.24,22.47,12.48,9.3,4.5
"18169",1.13,18.82,4.02,7.9,3.7
"18171",0.63,18.64,1.91,7.4,4.2
"18173",2.68,27.01,5.42,6.2,3.7
"18175",0.52,12.37,1.94,8.8,3.9
"18177",2.13,17.4,9.97,9.3,4.1
"18179",1.47,17.57,3.18,6.5,3
"18181",3.92,15.54,5.6,7.5,3.7
"18183",0.87,18.39,3.32,7.3,3.4
"19001",1.12,15.29,1.54,3.6,2.7
"19003",0.62,15.1,2.67,3.2,2.6
"19005",4.36,16.28,3.33,5,4.3
"19007",0.8,17.61,2.54,6.1,4.7
"19009",0.53,14.3,2.33,3.8,2.8
"19011",0.68,21.63,2.24,4.7,3.3
"19013",4.69,27.04,14.78,5,4.4
"19015",0.83,23.24,2.81,3.8,2.6
"19017",1.39,28.59,3.27,3.4,3.6
"19019",1.21,16.77,2.3,4.1,3.7
"19021",18.16,18.94,19,3.7,3.2
"19023",0.57,15.15,1.76,3.9,4
"19025",0.57,18.38,3.84,5.2,3.8
"19027",0.92,20.08,2.93,3.4,2.7
"19029",1.21,19.86,2.48,4.3,2.8
"19031",0.97,21.54,2.74,4,2.8
"19033",1.91,22.15,4.96,4.9,3.5
"19035",1.11,18.81,2.69,3.7,3.4
"19037",1.64,14.98,1.92,4.3,4
"19039",4.73,13.92,3.99,5.3,3
"19041",2.13,19.34,4.11,4.4,3.6
"19043",1.75,16.79,2.37,4.6,3.8
"19045",2.19,19.55,6.38,5.6,4.9
"19047",12.89,13.48,8.47,3.9,4.6
"19049",7.36,44.22,8.01,3.6,2.7
"19051",0.62,16.78,1.49,5.1,5.3
"19053",1.73,19.85,4.53,4,3
"19055",1.1,14.83,1.74,3.7,3.4
"19057",1.5,20.03,9.11,5.7,4.7
"19059",0.84,27.45,2.26,4.8,3.5
"19061",2.48,28.7,6.38,3.8,3.1
"19063",4.2,16.22,3.45,4,4.1
"19065",1.24,18.47,3.88,4.6,3.9
"19067",1.46,18.17,5.28,5.2,3.3
"19069",3.39,16.7,7.9,3.8,3.2
"19071",0.99,21.49,3.18,4.7,3.3
"19073",1.26,18.61,2.09,4.6,2.5
"19075",0.43,22.74,1.7,4.2,3.3
"19077",1.28,19.23,2.28,4.8,3.2
"19079",3.69,19.92,6.35,5.7,3.5
"19081",1.79,18.12,2.91,3.9,2.7
"19083",3.08,18.24,4.22,5.2,3.6
"19085",0.93,17.39,2.36,4.4,3.1
"19087",3,18.78,8.01,5.2,3.5
"19089",0.68,12.81,1.75,3.6,3
"19091",2.23,17.61,2.04,3.6,2.5
"19093",0.88,19.34,2.23,3.7,2.4
"19095",1.31,20.65,2.04,3.9,2.7
"19097",0.82,15.29,2.7,4.7,3.6
"19099",0.99,18.16,3.83,4.9,3.4
"19101",13.77,31.87,14.86,4.9,4
"19103",10.09,51.31,15.85,3.3,2.6
"19105",1.47,16.58,4.39,4.5,3.6
"19107",0.69,15.48,2.19,4.7,4
"19109",1.22,19.08,2.32,3.4,2.4
"19111",1.57,15.45,6.6,7,5.6
"19113",3.24,31.51,10.25,4.8,3.5
"19115",9.16,13.21,7.75,4.9,3.7
"19117",3.47,14.94,2.24,4.3,3.3
"19119",1.38,20.77,2.67,2.6,2
"19121",1.58,21.65,2.57,4.7,3.2
"19123",1.95,22.71,4.54,4.4,3.8
"19125",2.6,24.78,3.71,4.2,3
"19127",12.27,19.66,15.59,5.5,4.2
"19129",0.74,23.84,2.46,4.2,3.2
"19131",0.61,14.85,1.2,3.8,2.7
"19133",0.95,14.51,2.88,5.9,3.6
"19135",2.29,17.23,5.19,4.9,4.5
"19137",1.57,14.92,4.14,5.1,3.6
"19139",6.25,18.78,8.06,5.3,3.8
"19141",2.72,18.78,5.2,3.4,2.4
"19143",4.2,17.41,4.48,3.4,2.9
"19145",2.1,20.05,5.47,5.6,5.4
"19147",2.39,20,2.8,3.8,3.3
"19149",2.51,20.45,3.19,4.5,2.6
"19151",2.5,17.44,3.49,3.7,2.7
"19153",8.67,35.78,14.62,4.7,3.4
"19155",3.53,20.2,5.55,4.6,3.1
"19157",3.17,24.57,5.17,4.2,3.1
"19159",0.69,20.77,2.21,3.9,3.5
"19161",0.87,19.72,2.1,3.8,2.7
"19163",3.67,32.1,13.81,5.4,4.6
"19165",2.08,21.27,3.93,3.3,2.6
"19167",6.17,25.52,7.46,3,1.9
"19169",8.87,48.29,11.98,3.1,2.2
"19171",3.12,15.74,11.32,4.6,3.8
"19173",3.4,14.5,4.12,4,2.7
"19175",1.71,14.7,2.63,4.2,3.5
"19177",0.98,12.71,2.07,5.4,3.9
"19179",7.78,16.76,7.99,6.5,6.8
"19181",1.2,28.18,3.17,4.3,3
"19183",2.79,20.93,4.11,3.5,2.9
"19185",0.58,13.95,2.33,5.2,3.7
"19187",2.47,18.78,8.08,5.5,3.6
"19189",2.18,20.57,4.2,4.7,3.7
"19191",2.1,27.68,3.33,3.5,2.7
"19193",8.93,21.11,14.78,4.9,3.4
"19195",0.74,15.38,2.8,4.6,3.3
"19197",5,17,5.33,4.6,3.7
"20001",0.64,18.18,6.54,6.5,5.3
"20003",0.48,16.48,4.85,5.5,4
"20005",1.06,19.87,9.43,7.1,6.3
"20007",1.38,20.17,4.05,3.7,3.9
"20009",4.93,16.92,8.11,4,4.4
"20011",1.67,22.13,6.92,6.7,4.7
"20013",1.08,19.81,14,5.1,3.6
"20015",2.59,27.96,6.43,5.7,4.1
"20017",1.76,24.3,4.22,4.5,3
"20019",0.31,17.54,11.62,6,5.2
"20021",1.37,17.39,9.75,7.1,4.7
"20023",2.91,22.34,5.29,3.4,3
"20025",5.17,29.69,8.34,3.2,2.5
"20027",1.41,23.69,3.29,4.9,4
"20029",2.56,17.49,5.03,4.5,4.4
"20031",1.11,21.02,3.83,6,5.6
"20033",2.44,23.98,2.04,3.6,2.9
"20035",3.62,19.2,12.28,5.8,4.4
"20037",3.67,28.62,7.95,5.8,4.7
"20039",0.93,26.61,3.48,3.9,3.7
"20041",1.51,20.04,5.5,5.2,4.2
"20043",0.64,16.54,8.27,5.5,4
"20045",6.93,49.15,15.71,4.6,3.3
"20047",12.3,18.67,6.22,3.8,3.4
"20049",1.79,17.41,5.63,5.6,4.2
"20051",3.58,32.34,5.71,3.1,3
"20053",1.62,21.18,9.72,3.2,4.1
"20055",21.31,18.56,24.29,4.6,3
"20057",27.68,17.93,12.04,3.6,3.2
"20059",1.41,21.21,7.09,6.4,4
"20061",7.21,20.37,29.9,8.5,5.6
"20063",1.28,21.44,3.11,2.9,2.7
"20065",1.97,26.5,8.1,3,3.8
"20067",18.03,18.21,24.58,3.4,3.7
"20069",9.51,19.08,1.65,2.8,2.2
"20071",7.84,25.5,12.83,2.4,2.4
"20073",0.44,16.49,4.63,5.1,4.6
"20075",17.79,13.33,12.03,2.8,2.6
"20077",1.67,19.75,3.79,3.8,4.1
"20079",4.97,26.49,7.08,5,4.2
"20081",19.18,17.73,14.24,3.2,2.6
"20083",5.26,23.65,3.97,3.3,2.7
"20085",0.87,18.68,12.38,5.3,3.1
"20087",0.58,19.48,4.31,5.3,3.7
"20089",1.18,15.43,2.86,3.8,3.9
"20091",8.26,52.83,13.09,4.3,3.3
"20093",11.89,17.22,16.35,3.7,2.9
"20095",1.12,20.53,2.81,5.4,4.3
"20097",4.38,27.34,4.53,3.2,2.8
"20099",1.08,19.5,11.51,7.3,5.5
"20101",1.61,21.4,1.67,3.7,3.4
"20103",3.28,28.98,16.11,5.7,4.2
"20105",1.65,20.3,2.47,4.6,3.7
"20107",0.42,14.95,3.69,8.5,6.4
"20109",1.9,18.21,4.58,3,2.5
"20111",10.1,25.61,11.81,5.1,3.9
"20113",1.67,27.39,5.22,3.8,3
"20115",1.48,22.59,4.23,4.7,4
"20117",0.73,16.64,2.92,3.8,3.2
"20119",9.15,22.2,11.68,3,3.1
"20121",1,23.26,4.42,5.6,3.9
"20123",1.67,25.75,2.13,2.8,3
"20125",3.14,17.07,14.54,6.9,6
"20127",1.2,17.56,3.7,5.4,3.6
"20129",11.37,13.92,14.17,3.5,3.6
"20131",1,22.61,2.81,3.3,2.7
"20133",1.7,18.58,5.39,8.1,6.8
"20135",4.45,19.78,3.12,3.2,3.9
"20137",2.42,17.4,7.8,2.9,2.4
"20139",0.7,19.46,3.68,6.8,4.1
"20141",1.45,20.56,2.33,4,3.6
"20143",1.07,21.38,3.19,4.8,3.7
"20145",2.98,21.72,9.35,3.6,3.1
"20147",1.05,21.56,3.14,4,3.1
"20149",2.52,32.22,5.91,4.2,3.1
"20151",3.02,25.87,4.97,4.1,4
"20153",3.46,25.04,2.59,2.3,2.3
"20155",2.73,20.19,8.6,5.2,4.5
"20157",0.89,19.99,2.33,3.4,3
"20159",3.63,21.25,9.63,4,3.8
"20161",7.44,44.94,16.74,3.9,3
"20163",1.47,21.97,3.18,4.3,4.2
"20165",1.16,21.7,1.85,4.3,3.9
"20167",0.99,24.01,4.56,3.7,4.4
"20169",5.68,23.4,12.36,5,3.7
"20171",7.31,20.49,4.77,2.9,2.3
"20173",8.61,29.42,20.44,6.4,4.6
"20175",30.33,11.8,40.62,3.8,4.1
"20177",4.54,28.95,17.2,6,4
"20179",2.17,21.62,2.09,2.3,2.6
"20181",1.3,14.1,7.23,3.8,3.6
"20183",0.27,18.07,2.51,3.3,3.1
"20185",6.53,21.83,4.42,4,3.7
"20187",12.1,22.22,24.9,3.2,2.8
"20189",18.02,15.4,15.14,3.3,3.7
"20191",0.71,19.91,5.62,6,4.2
"20193",1.82,28.27,5.53,3.1,2.8
"20195",1.08,25.02,4.37,3.7,3.9
"20197",0.5,22.96,3.6,4.9,3.3
"20199",1.88,25.21,0.5,4,2.4
"20201",2.64,16.96,2.78,3.4,3.4
"20203",15.47,16.11,5.67,5.3,2.4
"20205",1.57,14.7,5.37,9.3,6.5
"20207",0.72,15.98,5.33,5.9,5.1
"20209",15.33,15.94,38.29,7.9,5.5
"21001",1.29,15.88,4.94,9,5.7
"21003",1.17,13.55,3.48,7.3,3.7
"21005",0.91,18.94,4.38,6.2,3.6
"21007",1.84,13.61,5.63,8.4,7.7
"21009",1.75,15.56,6.87,7.1,4.2
"21011",0.75,12.21,3.9,9,6.1
"21013",0.44,9.81,4.99,11.3,7.9
"21015",5.05,30.85,8.26,6.5,3.5
"21017",4.9,16,10.02,6.6,4.8
"21019",1.03,17.66,5.26,8.5,7.3
"21021",2.32,22.65,11.01,8.4,4.7
"21023",0.81,14.01,1.07,8.2,5.4
"21025",0.42,11.24,2.35,13.9,8.3
"21027",0.32,9.54,4.44,8.8,5.2
"21029",0.98,14.28,3.47,7.2,3.8
"21031",1.27,8.71,1.86,8.1,4.9
"21033",0.05,16.38,7.34,7.6,4.9
"21035",5.65,27.53,8.68,6.9,4
"21037",2.39,29.08,6.36,6.4,3.5
"21039",0.96,13.3,3.43,6.9,6.6
"21041",4.04,11.25,7.27,9.1,4.4
"21043",0.71,12.82,2.04,11,8.6
"21045",1.24,11.2,2.81,7.8,4.5
"21047",3.03,16.65,27.55,8.7,5.4
"21049",1.52,20.68,7.06,7.3,4.4
"21051",0.83,9.57,6.62,13.3,9.2
"21053",1.11,9.6,2.9,10.2,6.2
"21055",0.62,11.4,2.59,6.9,4.8
"21057",0.65,13.4,5.16,9.6,4.6
"21059",2.26,20.26,8.45,6.6,4.3
"21061",1.13,13.25,2.76,9.2,5.6
"21063",0.21,7.48,2.91,12.5,10.2
"21065",0.19,7.82,2.09,9.1,5.2
"21067",8.83,41.17,23.96,5.5,3.3
"21069",0.25,12.78,3.54,8,5
"21071",0.59,12.8,2.05,12.3,9.9
"21073",3.26,26.98,17.17,6.2,3.6
"21075",0.55,13.07,27.8,10.2,6.3
"21077",3.21,10.14,5.87,8.7,4.6
"21079",1.58,15.11,4.1,7.6,4.5
"21081",1.32,12.41,5.14,8.2,4.5
"21083",3.23,17.35,8.05,7.8,6
"21085",0.67,9.12,4.01,9.3,7.1
"21087",1.18,10.23,5.31,8,4.1
"21089",0.75,16.94,2.99,9.1,7.5
"21091",0.5,11.16,3.21,7,5.1
"21093",4.28,23.16,20.18,7.5,4.2
"21095",0.61,11.72,4.59,14.4,10.5
"21097",1.63,14.03,5.37,7.1,4.5
"21099",1.02,10.33,6.73,7.9,4.2
"21101",1.31,16.81,11.48,6.9,4.5
"21103",1.4,11.19,6.68,6.6,3.9
"21105",0.66,9.21,11.76,6.9,5.5
"21107",0.95,15.28,9.87,6.9,5.2
"21109",0.37,9.7,0.31,10.4,6.9
"21111",6.7,31.5,27.07,7.2,4.2
"21113",4.15,28.95,7.75,6.1,3.7
"21115",0.45,10.77,2.13,9.8,8.8
"21117",2.47,28.89,9.64,6.8,3.8
"21119",0.38,12.29,2.38,14.8,9.5
"21121",0.69,10.97,2.73,12.4,7.4
"21123",1.73,10.32,7.56,7.6,4.3
"21125",1.28,12.27,2.8,9.1,5.7
"21127",1.21,11.88,1.85,9.6,9.3
"21129",0.66,7.92,3.05,11.6,7.8
"21131",0.15,8.58,1.43,14.1,11.6
"21133",0.69,11.79,1.66,14.5,10.3
"21135",0.28,10.92,1.78,10.4,7.8
"21137",0.33,10.62,4.21,9.4,5.6
"21139",0.59,10.36,2.31,8.9,6.4
"21141",1.11,13.25,9.49,6.9,4
"21143",1.39,17.83,8.36,8.4,5.5
"21145",2.4,22.96,14.7,7.6,5.5
"21147",0.67,7.04,9.25,12.4,6.7
"21149",1.03,10.92,2.22,7.1,4.4
"21151",2.19,28.62,8.14,6.2,3.7
"21153",0.36,8.51,0.15,16.3,14.2
"21155",1.89,13.45,11.48,8.2,4.1
"21157",0.91,15.82,1.88,7.3,5.2
"21159",0.59,6.51,5.65,9.9,8.1
"21161",0.51,15.98,10.1,8.9,5.3
"21163",1.71,14.82,7.87,8.8,4.8
"21165",1.72,10.66,3.48,9.6,6.9
"21167",2.25,18.76,7.15,7.5,4.5
"21169",0.82,11.59,4.87,7.3,3.9
"21171",2.15,14.12,4.41,6.6,3.8
"21173",1.14,17.09,5.64,7.6,5.5
"21175",0.66,11.79,5.71,9.2,6.4
"21177",0.39,10.4,7.41,9.1,6.2
"21179",1.16,16.22,8.33,7.3,4.1
"21181",0.54,11.17,3.08,7.7,4.9
"21183",1.54,9.74,4.23,8,6.1
"21185",3.48,39.39,9.65,5.5,3.2
"21187",0.51,12.2,3.87,5.9,4
"21189",0.26,16.59,3.92,12.1,8.7
"21191",0.3,10.78,1.85,7.9,4.1
"21193",0.93,14.01,3.66,12.9,9.3
"21195",0.8,13.31,2.37,10,9.6
"21197",1.12,13,3.07,9.6,6.6
"21199",1.66,14.42,3.74,8.9,5
"21201",0,16.03,0.91,8.9,6
"21203",0.22,9.79,2.18,9.1,5
"21205",1.25,26.91,5.09,7.8,4.9
"21207",1.52,12.39,3.46,10.1,8
"21209",3.22,27.78,11.41,5.8,3.5
"21211",6.73,23.75,13.29,5.6,3.2
"21213",1.2,15.1,13.99,7.7,4.1
"21215",1.02,18.47,3.94,6.3,3.5
"21217",1.57,15.78,8.18,8.9,4.5
"21219",2.6,10.78,14.18,7.2,3.8
"21221",1.26,17.6,10.11,8.4,5
"21223",0.5,10.28,0.95,7.9,4.8
"21225",0.94,11.35,15.44,7.4,6.1
"21227",8.95,28.06,17.89,6.8,3.4
"21229",2.32,14.48,10.52,6.8,3.8
"21231",1.08,10.05,5.33,11.7,7.3
"21233",2.67,9.17,7.92,6.4,5.2
"21235",0.71,15.94,3.37,10.1,5.9
"21237",0,11.94,1.18,13,8
"21239",4.59,32.92,10.3,4.9,3
"22001",1.45,10.49,21.03,5.6,7.1
"22003",3.17,11.65,27.5,6.9,6.5
"22005",2.98,26.01,25.76,5.4,4.7
"22007",1.24,10.72,31.99,8.3,7.9
"22009",1.09,9.47,32.97,6.7,6.6
"22011",2.46,15.06,17.87,6.8,5.6
"22013",0.31,11.22,44.4,8.4,7.3
"22015",4.5,25.65,27.77,5.7,5.4
"22017",2.13,23.79,52.15,7.5,6.6
"22019",2.52,20.74,29.2,6.2,4.7
"22021",1.33,10.15,18.71,7.8,7.4
"22023",2.61,15.84,5.47,4.7,4.4
"22025",1.27,12.34,33.7,7.9,8.5
"22027",0.73,12.82,53.47,7.1,6.7
"22029",0.5,11.61,42.11,8.1,7.8
"22031",1.16,12.07,41.91,8.6,7.1
"22033",5.15,34.06,51.36,6,4.9
"22035",0.55,8.75,71.26,17.7,10.9
"22037",0.57,12.26,46.26,6.8,5.2
"22039",2.33,12.6,31.52,6.7,7.1
"22041",0.22,10.85,33.75,8.8,8.2
"22043",3.26,8.57,19.99,6.9,6.4
"22045",3.77,13.03,37.71,6,8.7
"22047",0.65,13.1,50.46,8.4,6.1
"22049",0.94,12.96,32.04,6.4,5.7
"22051",12.11,24.62,36.14,6.3,5.2
"22053",0.72,13.97,20.25,5.9,5.9
"22055",4.24,29.95,30.14,4.6,5.9
"22057",3.25,15.45,20.46,4.7,6
"22059",2.79,11.69,13.13,4.6,5.5
"22061",4.14,35.56,45.64,7.5,5.9
"22063",1.91,18.28,9.01,5.7,5.1
"22065",0.51,11.41,63.82,11,8.5
"22067",0.52,12.73,49.59,11.5,9
"22069",1.34,20.36,45.25,8.3,6.7
"22071",5.91,35.3,65.71,7.4,5.8
"22073",1.61,23.99,39.89,7,5.9
"22075",5.65,14.22,30.75,5.4,5.5
"22077",1.53,13.36,37.95,7.3,6.1
"22079",2.87,18.39,35.96,6.4,6.1
"22081",0.64,11.96,41.31,6.9,6.5
"22083",0.29,14.46,37.54,8.6,6.4
"22085",1.52,14.14,29.53,6.5,6.4
"22087",5.31,12.52,27.79,7.5,6.1
"22089",3.69,20.31,29.42,6,5.1
"22091",0.87,9.99,55.44,11,7.5
"22093",0.71,14.21,51.33,8.8,6.9
"22095",3.16,16.53,57.94,8.7,6.3
"22097",0.98,12.76,43.64,7.5,7.8
"22099",1.76,13.17,34.16,5.6,7.3
"22101",4.7,11.06,40.09,6.7,9.2
"22103",3.48,30.55,16.27,5.5,4.9
"22105",2.12,19.28,32.91,7.7,6.4
"22107",0.45,10.25,57.25,8.8,9.5
"22109",3.51,13.66,28.77,4.8,6.6
"22111",2.04,11.66,28.7,7.6,6.3
"22113",2.71,12.39,18.9,5.1,7.1
"22115",3.97,19.21,23.02,8.3,6.9
"22117",1.54,12.33,32.47,8.1,6.7
"22119",0.81,13.99,36.44,9.3,8.2
"22121",1.56,19.72,40.25,6.3,5
"22123",0.94,11.11,18.4,11.3,11.6
"22125",0.55,21.61,47.1,5.4,4.5
"22127",0.24,12.51,34.39,7.6,7.6
"23001",2.86,20.33,7.53,6.9,3.2
"23003",4.6,17.17,4.71,8,5
"23005",6.1,42.98,7.49,5.3,2.8
"23007",2.29,25.62,2.97,7.4,4
